"Group_ID","Name","Peptide count","Unique peptide count","E value","COG accession","COG name","COG category","NOG accession","NOG name","NOG category","KEGG accession","KEGG name","GOBP accession","GOBP name","GOCC accession","GOCC name","GOMF accession","GOMF name","MS2 count CYC","MS2 count ADV","MS2 count MAL","LFQ intensity CYC","LFQ intensity ADV","LFQ intensity MAL",
"11","40_GL0057810","1","1","0.0","COG1882","Pyruvate-formate lyase(1106)","Energy production and conversion","COG1180","activating enzyme","Posttranslational modification, protein turnover, chaperones","00620","Pyruvate metabolism ","GO:0019318; GO:0044238; GO:0044710; GO:0044723; GO:0071704; GO:0005975; GO:0005996; GO:0006006; GO:0008152; GO:0055114 ","hexose metabolic process; primary metabolic process; single-organism metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; monosaccharide metabolic process; glucose metabolic process; metabolic process; oxidation-reduction process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0003824; GO:0005488; GO:0008861; GO:0016407; GO:0016408; GO:0016453; GO:0016491; GO:0016740; GO:0016746; GO:0016747; GO:0016829; GO:0043364; GO:0043365; GO:0051536; GO:0051539; GO:0051540; GO:0070283 ","catalytic activity; binding; formate C-acetyltransferase activity; acetyltransferase activity; C-acyltransferase activity; C-acetyltransferase activity; oxidoreductase activity; transferase activity; transferase activity, transferring acyl groups; transferase activity, transferring acyl groups other than amino-acyl groups; lyase activity; catalysis of free radical formation; [formate-C-acetyltransferase]-activating enzyme activity; iron-sulfur cluster binding; 4 iron, 4 sulfur cluster binding; metal cluster binding; radical SAM enzyme activity ","0","0","0","2784000.0","0.0","9267000.0",
"12","10_GL0000160","1","1","0.0","COG1528","Ferritin(278)","Inorganic ion transport and metabolism","COG1528","Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis (By similarity)","Inorganic ion transport and metabolism","00860","Porphyrin and chlorophyll metabolism ","GO:0006873; GO:0044699; GO:0050801; GO:0030003; GO:0055065; GO:0006811; GO:0044765; GO:0006826; GO:0009987; GO:0065007; GO:0055072; GO:0044710; GO:0042592; GO:0030001; GO:0048878; GO:0051234; GO:0019725; GO:0055076; GO:0051179; GO:0055082; GO:0065008; GO:0006875; GO:0006879; GO:0006810; GO:0046916; GO:0055080; GO:0000041; GO:0044763; GO:0008152; GO:0006812; GO:0055114 ","cellular ion homeostasis; single-organism process; ion homeostasis; cellular cation homeostasis; metal ion homeostasis; ion transport; single-organism transport; iron ion transport; cellular process; biological regulation; iron ion homeostasis; single-organism metabolic process; homeostatic process; metal ion transport; chemical homeostasis; establishment of localization; cellular homeostasis; transition metal ion homeostasis; localization; cellular chemical homeostasis; regulation of biological quality; cellular metal ion homeostasis; cellular iron ion homeostasis; transport; cellular transition metal ion homeostasis; cation homeostasis; transition metal ion transport; single-organism cellular process; metabolic process; cation transport; oxidation-reduction process ","","","GO:0003824; GO:0004322; GO:0005488; GO:0005506; GO:0008199; GO:0016491; GO:0016722; GO:0016724; GO:0043167; GO:0043169; GO:0046872; GO:0046914 ","catalytic activity; ferroxidase activity; binding; iron ion binding; ferric iron binding; oxidoreductase activity; oxidoreductase activity, oxidizing metal ions; oxidoreductase activity, oxidizing metal ions, oxygen as acceptor; ion binding; cation binding; metal ion binding; transition metal ion binding ","0","0","0","0.0","0.0","1.0657E7",
"13","10_GL0000161","3","3","0.0","COG0228","Ribosomal protein S16(500)","Translation, ribosomal structure and biogenesis","COG0228","30s ribosomal protein S16","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","0.0","1.3103E7","1.0283E7",
"14","37_GL0072421","2","2","0.0","COG0217","Transcriptional and/or translational regulatory protein YebC/TACO1(633)","Transcription","COG0217","transcriptional regulatory protein","Transcription","","","GO:0090304; GO:0060255; GO:0019438; GO:0019222; GO:0044271; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0009058; GO:0065007; GO:0044238; GO:0050794; GO:0006807; GO:0051252; GO:0006351; GO:0050789; GO:0044249; GO:0016070; GO:0034654; GO:0071704; GO:0006139; GO:0010468; GO:0034645; GO:0006725; GO:0031323; GO:0032774; GO:1901360; GO:0080090; GO:0010467; GO:0031326; GO:0008152; GO:0051171; GO:0046483; GO:0009059; GO:0006355; GO:2000112; GO:0010556; GO:0019219; GO:0009889; GO:0044237; GO:2001141; GO:0018130; GO:1901362 ","nucleic acid metabolic process; regulation of macromolecule metabolic process; aromatic compound biosynthetic process; regulation of metabolic process; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; biosynthetic process; biological regulation; primary metabolic process; regulation of cellular process; nitrogen compound metabolic process; regulation of RNA metabolic process; transcription, DNA-dependent; regulation of biological process; cellular biosynthetic process; RNA metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; nucleobase-containing compound metabolic process; regulation of gene expression; cellular macromolecule biosynthetic process; cellular aromatic compound metabolic process; regulation of cellular metabolic process; RNA biosynthetic process; organic cyclic compound metabolic process; regulation of primary metabolic process; gene expression; regulation of cellular biosynthetic process; metabolic process; regulation of nitrogen compound metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; regulation of transcription, DNA-dependent; regulation of cellular macromolecule biosynthetic process; regulation of macromolecule biosynthetic process; regulation of nucleobase-containing compound metabolic process; regulation of biosynthetic process; cellular metabolic process; regulation of RNA biosynthetic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0003676; GO:0003677; GO:0005488; GO:0097159; GO:1901363 ","nucleic acid binding; DNA binding; binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","3.3029E7","3.4738E7","3.2801E7",
"15","10_GL0000227","3","3","0.0","COG0008","Glutamyl- or glutaminyl-tRNA synthetase(1701)","Translation, ribosomal structure and biogenesis","COG0008","Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)","Translation, ribosomal structure and biogenesis","00860","Porphyrin and chlorophyll metabolism ","GO:0090304; GO:0006082; GO:0043039; GO:0006418; GO:0009451; GO:0034641; GO:0008033; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0043412; GO:0006412; GO:0009058; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:1901564; GO:0044267; GO:0044249; GO:0006425; GO:0016070; GO:0071704; GO:0006139; GO:0034470; GO:0034645; GO:0006400; GO:0019538; GO:0006725; GO:0019752; GO:1901360; GO:0043038; GO:0034660; GO:0043436; GO:0006520; GO:0010467; GO:0008152; GO:0006424; GO:0006399; GO:0046483; GO:0009059; GO:0044237; GO:0006396 ","nucleic acid metabolic process; organic acid metabolic process; tRNA aminoacylation; tRNA aminoacylation for protein translation; RNA modification; cellular nitrogen compound metabolic process; tRNA processing; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; macromolecule modification; translation; biosynthetic process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound metabolic process; cellular protein metabolic process; cellular biosynthetic process; glutaminyl-tRNA aminoacylation; RNA metabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; ncRNA processing; cellular macromolecule biosynthetic process; tRNA modification; protein metabolic process; cellular aromatic compound metabolic process; carboxylic acid metabolic process; organic cyclic compound metabolic process; amino acid activation; ncRNA metabolic process; oxoacid metabolic process; cellular amino acid metabolic process; gene expression; metabolic process; glutamyl-tRNA aminoacylation; tRNA metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; cellular metabolic process; RNA processing ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000049; GO:0000166; GO:0001882; GO:0001883; GO:0003676; GO:0003723; GO:0003824; GO:0004812; GO:0004818; GO:0004819; GO:0005488; GO:0005524; GO:0008270; GO:0016874; GO:0016875; GO:0016876; GO:0017076; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0043169; GO:0046872; GO:0046914; GO:0097159; GO:1901265; GO:1901363 ","tRNA binding; nucleotide binding; nucleoside binding; purine nucleoside binding; nucleic acid binding; RNA binding; catalytic activity; aminoacyl-tRNA ligase activity; glutamate-tRNA ligase activity; glutamine-tRNA ligase activity; binding; ATP binding; zinc ion binding; ligase activity; ligase activity, forming carbon-oxygen bonds; ligase activity, forming aminoacyl-tRNA and related compounds; purine nucleotide binding; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; cation binding; metal ion binding; transition metal ion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","2861700.0","3730000.0",
"16","MH-6-2_GL0106638","4","4","0.0","COG1454","Alcohol dehydrogenase, class IV(1498)","Energy production and conversion","COG1454","alcohol dehydrogenase","Energy production and conversion","00010","Glycolysis / Gluconeogenesis ","GO:0006081; GO:0006082; GO:0044699; GO:0044282; GO:1901605; GO:0015976; GO:0009987; GO:0044283; GO:1901576; GO:0009058; GO:0009063; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:1901565; GO:0046395; GO:0016053; GO:1901564; GO:0009448; GO:0044249; GO:1901615; GO:0008652; GO:0071704; GO:0006066; GO:0044248; GO:0044712; GO:0009064; GO:0044711; GO:0072329; GO:0046394; GO:0032787; GO:0019752; GO:0009056; GO:0009450; GO:1901360; GO:0043436; GO:1901566; GO:0006520; GO:0008152; GO:0046483; GO:1901575; GO:0055114; GO:0016054; GO:0044237 ","cellular aldehyde metabolic process; organic acid metabolic process; single-organism process; small molecule catabolic process; alpha-amino acid metabolic process; carbon utilization; cellular process; small molecule biosynthetic process; organic substance biosynthetic process; biosynthetic process; cellular amino acid catabolic process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound catabolic process; carboxylic acid catabolic process; organic acid biosynthetic process; organonitrogen compound metabolic process; gamma-aminobutyric acid metabolic process; cellular biosynthetic process; organic hydroxy compound metabolic process; cellular amino acid biosynthetic process; organic substance metabolic process; alcohol metabolic process; cellular catabolic process; single-organism catabolic process; glutamine family amino acid metabolic process; single-organism biosynthetic process; monocarboxylic acid catabolic process; carboxylic acid biosynthetic process; monocarboxylic acid metabolic process; carboxylic acid metabolic process; catabolic process; gamma-aminobutyric acid catabolic process; organic cyclic compound metabolic process; oxoacid metabolic process; organonitrogen compound biosynthetic process; cellular amino acid metabolic process; metabolic process; heterocycle metabolic process; organic substance catabolic process; oxidation-reduction process; organic acid catabolic process; cellular metabolic process ","","","GO:0003824; GO:0004022; GO:0004029; GO:0004030; GO:0004491; GO:0005488; GO:0008774; GO:0009013; GO:0016491; GO:0016614; GO:0016616; GO:0016620; GO:0016645; GO:0016646; GO:0016903; GO:0043167; GO:0043169; GO:0046872 ","catalytic activity; alcohol dehydrogenase (NAD) activity; aldehyde dehydrogenase (NAD) activity; aldehyde dehydrogenase [NAD(P)+] activity; methylmalonate-semialdehyde dehydrogenase (acylating) activity; binding; acetaldehyde dehydrogenase (acetylating) activity; succinate-semialdehyde dehydrogenase [NAD(P)+] activity; oxidoreductase activity; oxidoreductase activity, acting on CH-OH group of donors; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the CH-NH group of donors; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; ion binding; cation binding; metal ion binding ","0","0","0","0.0","4.0048E7","4.8372E7",
"17","10_GL0001768","1","1","0.0033389","COG0203","Ribosomal protein L17(590)","Translation, ribosomal structure and biogenesis","COG0203","50S ribosomal protein l17","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","0.0","1645500.0","0.0",
"18","10_GL0001875","2","2","0.0","COG2234","Zn-dependent amino- or carboxypeptidase, M28 family(272)","Posttranslational modification, protein turnover, chaperones","COG2234","peptidase m28","Function unknown","","","GO:0043170; GO:0044238; GO:0071704; GO:0019538; GO:0008152; GO:0006508 ","macromolecule metabolic process; primary metabolic process; organic substance metabolic process; protein metabolic process; metabolic process; proteolysis ","GO:0016020 ","membrane ","GO:0003824; GO:0004177; GO:0005488; GO:0008233; GO:0008238; GO:0016787; GO:0043167; GO:0043169; GO:0046872; GO:0070011 ","catalytic activity; aminopeptidase activity; binding; peptidase activity; exopeptidase activity; hydrolase activity; ion binding; cation binding; metal ion binding; peptidase activity, acting on L-amino acid peptides ","0","0","0","1.3977E7","0.0","0.0",
"19","10_GL0023398","4","4","0.0","COG0233","Ribosome recycling factor(586)","Translation, ribosomal structure and biogenesis","COG0233","Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)","Translation, ribosomal structure and biogenesis","","","GO:0044699; GO:0071840; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0043933; GO:0016043; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0043624; GO:0034645; GO:0019538; GO:0043241; GO:0006415; GO:0010467; GO:0022411; GO:0032984; GO:0044763; GO:0008152; GO:0071822; GO:0009059; GO:0044237 ","single-organism process; cellular component organization or biogenesis; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; macromolecular complex subunit organization; cellular component organization; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular protein complex disassembly; cellular macromolecule biosynthetic process; protein metabolic process; protein complex disassembly; translational termination; gene expression; cellular component disassembly; macromolecular complex disassembly; single-organism cellular process; metabolic process; protein complex subunit organization; macromolecule biosynthetic process; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","","","0","0","0","3.5841E7","3.4138E7","3.6399E7",
"20","10_GL0001891","1","1","0.0","COG3118","Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains(990)","Posttranslational modification, protein turnover, chaperones","COG0526","Thioredoxin","Posttranslational modification, protein turnover, chaperones","","","GO:0044699; GO:0009987; GO:0045454; GO:0065007; GO:0006662; GO:0044281; GO:0050794; GO:0044710; GO:0042592; GO:0050789; GO:0071704; GO:0019725; GO:0065008; GO:0044763; GO:0008152; GO:0018904; GO:0055114 ","single-organism process; cellular process; cell redox homeostasis; biological regulation; glycerol ether metabolic process; small molecule metabolic process; regulation of cellular process; single-organism metabolic process; homeostatic process; regulation of biological process; organic substance metabolic process; cellular homeostasis; regulation of biological quality; single-organism cellular process; metabolic process; ether metabolic process; oxidation-reduction process ","GO:0042597; GO:0044444; GO:0044424; GO:0043226; GO:0005623; GO:0043227; GO:0044464; GO:0043231; GO:0043229; GO:0005783; GO:0005622; GO:0005737 ","periplasmic space; cytoplasmic part; intracellular part; organelle; cell; membrane-bounded organelle; cell part; intracellular membrane-bounded organelle; intracellular organelle; endoplasmic reticulum; intracellular; cytoplasm ","GO:0003824; GO:0009055; GO:0015035; GO:0015036; GO:0016209; GO:0016491; GO:0016667; GO:0016853 ","catalytic activity; electron carrier activity; protein disulfide oxidoreductase activity; disulfide oxidoreductase activity; antioxidant activity; oxidoreductase activity; oxidoreductase activity, acting on a sulfur group of donors; isomerase activity ","0","0","0","8550900.0","7694100.0","8949200.0",
"21","MC-6-2_GL0025984","1","1","0.007081","COG1013","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit(637)","Energy production and conversion","COG1013","Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin (By similarity)","Energy production and conversion","00010","Glycolysis / Gluconeogenesis ","GO:0009987; GO:0044710; GO:0022900; GO:0008152; GO:0006091; GO:0055114; GO:0044237 ","cellular process; single-organism metabolic process; electron transport chain; metabolic process; generation of precursor metabolites and energy; oxidation-reduction process; cellular metabolic process ","","","GO:0003824; GO:0005488; GO:0005506; GO:0009055; GO:0016491; GO:0016625; GO:0016903; GO:0019164; GO:0019842; GO:0030976; GO:0036094; GO:0043167; GO:0043168; GO:0043169; GO:0046872; GO:0046914; GO:0047553; GO:0048037; GO:0050662; GO:0051536; GO:0051540; GO:0097159; GO:1901363; GO:1901681 ","catalytic activity; binding; iron ion binding; electron carrier activity; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; pyruvate synthase activity; vitamin binding; thiamine pyrophosphate binding; small molecule binding; ion binding; anion binding; cation binding; metal ion binding; transition metal ion binding; 2-oxoglutarate synthase activity; cofactor binding; coenzyme binding; iron-sulfur cluster binding; metal cluster binding; organic cyclic compound binding; heterocyclic compound binding; sulfur compound binding ","0","0","0","7832700.0","0.0","0.0",
